Date,SONIA
06/13/2016,0.004578
06/10/2016,0.004607
06/09/2016,0.004612
06/08/2016,0.004607
06/07/2016,0.004632
06/06/2016,0.004624
06/03/2016,0.004651
06/02/2016,0.00461
06/01/2016,0.004633
05/31/2016,0.004542
05/27/2016,0.004666
05/26/2016,0.004653
05/25/2016,0.004651
05/24/2016,0.004669
05/23/2016,0.004623
05/20/2016,0.004642
05/19/2016,0.004649
05/18/2016,0.004648
05/17/2016,0.004629
05/16/2016,0.004633
05/13/2016,0.004635
05/12/2016,0.00461
05/11/2016,0.004609
05/10/2016,0.004606
05/09/2016,0.00463
05/06/2016,0.004631
05/05/2016,0.004619
05/04/2016,0.004707
05/03/2016,0.004609
04/29/2016,0.004584
04/28/2016,0.004616
04/27/2016,0.004594
04/26/2016,0.004613
04/25/2016,0.004679
04/22/2016,0.004711
04/21/2016,0.004641
04/20/2016,0.004646
04/19/2016,0.004706
04/18/2016,0.004699
04/15/2016,0.004719
04/14/2016,0.004717
04/13/2016,0.004696
04/12/2016,0.004722
04/11/2016,0.004665
04/08/2016,0.00466
04/07/2016,0.004643
04/06/2016,0.004666
04/05/2016,0.004669
04/04/2016,0.004632
04/01/2016,0.004651
03/31/2016,0.004128
03/30/2016,0.004638
03/29/2016,0.004656
03/24/2016,0.004679
03/23/2016,0.004694
03/22/2016,0.00464
03/21/2016,0.004685
03/18/2016,0.004664
03/17/2016,0.004636
03/16/2016,0.00467
03/15/2016,0.00466
03/14/2016,0.004689
03/11/2016,0.00472
03/10/2016,0.004681
03/09/2016,0.004665
03/08/2016,0.004666
03/07/2016,0.004688
03/04/2016,0.004712
03/03/2016,0.004666
03/02/2016,0.00466
03/01/2016,0.004672
02/29/2016,0.004545
02/26/2016,0.004728
02/25/2016,0.004632
02/24/2016,0.004637
02/23/2016,0.004608
02/22/2016,0.004668
02/19/2016,0.004624
02/18/2016,0.004618
02/17/2016,0.004627
02/16/2016,0.00472
02/15/2016,0.004669
02/12/2016,0.004678
02/11/2016,0.00467
02/10/2016,0.004666
02/09/2016,0.004671
02/08/2016,0.004674
02/05/2016,0.004672
02/04/2016,0.004686
02/03/2016,0.004671
02/02/2016,0.004663
02/01/2016,0.00466
01/29/2016,0.004517
01/28/2016,0.004668
01/27/2016,0.00468
01/26/2016,0.004669
01/25/2016,0.00472
01/22/2016,0.004716
01/21/2016,0.004693
01/20/2016,0.004638
01/19/2016,0.004632
01/18/2016,0.004644
01/15/2016,0.00468
01/14/2016,0.004635
01/13/2016,0.004636
01/12/2016,0.004636
01/11/2016,0.004638
01/08/2016,0.00466
01/07/2016,0.004668
01/06/2016,0.004717
01/05/2016,0.004676
01/04/2016,0.004648
12/31/2015,0.003475
12/30/2015,0.004618
12/29/2015,0.004618
12/24/2015,0.004604
12/23/2015,0.004607
12/22/2015,0.004617
12/21/2015,0.004619
12/18/2015,0.004673
12/17/2015,0.004629
12/16/2015,0.004644
12/15/2015,0.004614
12/14/2015,0.004642
12/11/2015,0.004623
12/10/2015,0.004613
12/09/2015,0.004638
12/08/2015,0.004615
12/07/2015,0.004715
12/04/2015,0.004622
12/03/2015,0.004626
12/02/2015,0.004638
12/01/2015,0.004617
11/30/2015,0.004539
11/27/2015,0.004723
11/26/2015,0.004621
11/25/2015,0.004661
11/24/2015,0.004628
11/23/2015,0.004635
11/20/2015,0.004627
11/19/2015,0.004634
11/18/2015,0.004639
11/17/2015,0.004628
11/16/2015,0.004625
11/13/2015,0.004642
11/12/2015,0.004611
11/11/2015,0.004641
11/10/2015,0.004667
11/09/2015,0.00464
11/06/2015,0.004633
11/05/2015,0.004646
11/04/2015,0.004641
11/03/2015,0.004629
11/02/2015,0.004638
10/30/2015,0.004482
10/29/2015,0.004617
10/28/2015,0.0046
10/27/2015,0.004633
10/26/2015,0.00462
10/23/2015,0.004603
10/22/2015,0.004649
10/21/2015,0.00465
10/20/2015,0.004619
10/19/2015,0.004642
10/16/2015,0.004613
10/15/2015,0.004603
10/14/2015,0.004583
10/13/2015,0.004577
10/12/2015,0.004706
10/09/2015,0.004692
10/08/2015,0.004729
10/07/2015,0.004621
10/06/2015,0.00465
10/05/2015,0.004591
10/02/2015,0.004599
10/01/2015,0.004596
09/30/2015,0.003518
09/29/2015,0.004597
09/28/2015,0.004584
09/25/2015,0.004615
09/24/2015,0.004615
09/23/2015,0.00462
09/22/2015,0.00463
09/21/2015,0.004672
09/18/2015,0.004582
09/17/2015,0.004548
09/16/2015,0.004528
09/15/2015,0.004553
09/14/2015,0.004606
09/11/2015,0.004636
09/10/2015,0.004641
09/09/2015,0.004619
09/08/2015,0.004536
09/07/2015,0.004591
09/04/2015,0.004511
09/03/2015,0.004579
09/02/2015,0.004594
09/01/2015,0.004586
08/28/2015,0.004526
08/27/2015,0.004604
08/26/2015,0.004638
08/25/2015,0.004612
08/24/2015,0.004612
08/21/2015,0.004628
08/20/2015,0.004607
08/19/2015,0.00455
08/18/2015,0.004525
08/17/2015,0.004614
08/14/2015,0.004613
08/13/2015,0.004587
08/12/2015,0.004589
08/11/2015,0.004607
08/10/2015,0.00459
08/07/2015,0.004594
08/06/2015,0.004591
08/05/2015,0.004563
08/04/2015,0.004575
08/03/2015,0.004573
07/31/2015,0.004481
07/30/2015,0.004571
07/29/2015,0.004551
07/28/2015,0.004563
07/27/2015,0.004536
07/24/2015,0.004535
07/23/2015,0.004548
07/22/2015,0.004524
07/21/2015,0.004597
07/20/2015,0.004566
07/17/2015,0.00457
07/16/2015,0.004578
07/15/2015,0.004561
07/14/2015,0.004545
07/13/2015,0.004521
07/10/2015,0.004525
07/09/2015,0.004549
07/08/2015,0.00457
07/07/2015,0.004539
07/06/2015,0.004515
07/03/2015,0.004564
07/02/2015,0.004528
07/01/2015,0.004581
06/30/2015,0.003947
06/29/2015,0.004551
06/26/2015,0.004577
06/25/2015,0.004573
06/24/2015,0.004561
06/23/2015,0.004613
06/22/2015,0.004602
06/19/2015,0.004584
06/18/2015,0.004603
06/17/2015,0.004613
06/16/2015,0.004626
06/15/2015,0.004587
06/12/2015,0.004596
06/11/2015,0.004621
06/10/2015,0.004639
06/09/2015,0.004593
06/08/2015,0.004599
06/05/2015,0.004592
06/04/2015,0.004625
06/03/2015,0.004602
06/02/2015,0.004554
06/01/2015,0.004603
05/29/2015,0.004506
05/28/2015,0.004638
05/27/2015,0.004629
05/26/2015,0.004624
05/22/2015,0.0047
05/21/2015,0.004596
05/20/2015,0.004661
05/19/2015,0.004644
05/18/2015,0.004605
05/15/2015,0.004605
05/14/2015,0.004615
05/13/2015,0.004613
05/12/2015,0.00461
05/11/2015,0.004583
05/08/2015,0.004621
05/07/2015,0.004611
05/06/2015,0.004632
05/05/2015,0.004655
05/01/2015,0.004623
04/30/2015,0.004529
04/29/2015,0.004608
04/28/2015,0.004566
04/27/2015,0.004651
04/24/2015,0.00461
04/23/2015,0.004585
04/22/2015,0.00459
04/21/2015,0.004593
04/20/2015,0.004547
04/17/2015,0.004609
04/16/2015,0.004601
04/15/2015,0.004577
04/14/2015,0.004575
04/13/2015,0.004537
04/10/2015,0.004547
04/09/2015,0.004526
04/08/2015,0.004541
04/07/2015,0.004561
04/02/2015,0.004555
04/01/2015,0.004573
03/31/2015,0.004217
03/30/2015,0.004615
03/27/2015,0.004637
03/26/2015,0.004554
03/25/2015,0.004586
03/24/2015,0.00464
03/23/2015,0.004607
03/20/2015,0.004599
03/19/2015,0.00457
03/18/2015,0.004607
03/17/2015,0.00452
03/16/2015,0.004496
03/13/2015,0.004529
03/12/2015,0.004521
03/11/2015,0.004559
03/10/2015,0.004589
03/09/2015,0.004627
03/06/2015,0.004576
03/05/2015,0.004628
03/04/2015,0.004575
03/03/2015,0.004605
03/02/2015,0.004639
02/27/2015,0.004442
02/26/2015,0.004669
02/25/2015,0.004574
02/24/2015,0.004598
02/23/2015,0.004505
02/20/2015,0.004568
02/19/2015,0.004654
02/18/2015,0.004643
02/17/2015,0.004625
02/16/2015,0.004562
02/13/2015,0.004524
02/12/2015,0.004423
02/11/2015,0.004431
02/10/2015,0.00441
02/09/2015,0.004427
02/06/2015,0.004453
02/05/2015,0.004427
02/04/2015,0.004345
02/03/2015,0.0045
02/02/2015,0.004443
01/30/2015,0.004195
01/29/2015,0.004407
01/28/2015,0.004474
01/27/2015,0.004322
01/26/2015,0.004443
01/23/2015,0.004461
01/22/2015,0.004325
01/21/2015,0.004366
01/20/2015,0.004338
01/19/2015,0.004422
01/16/2015,0.004372
01/15/2015,0.004384
01/14/2015,0.004334
01/13/2015,0.004348
01/12/2015,0.004352
01/09/2015,0.004327
01/08/2015,0.004339
01/07/2015,0.004292
01/06/2015,0.0043
01/05/2015,0.004335
01/02/2015,0.004316
